artist,date,rank,streams,title
Eminem,2017-12-08,168,235215,Walk On Water (feat. Beyoncé)
Lil Peep,2017-12-08,169,233428,Save That Shit
6LACK,2017-12-08,170,232486,PRBLMS
Avicii,2017-12-08,171,232158,Lonely Together (feat. Rita Ora)
Drake,2017-12-08,172,231462,Fake Love
Julia Michaels,2017-12-08,173,230699,Issues
John Lennon,2017-12-08,174,230599,Happy Xmas (War Is Over) - 2010 Digital Remaster
Lorde,2017-12-08,175,228974,Homemade Dynamite - REMIX
Macklemore,2017-12-08,176,228226,Glorious (feat. Skylar Grey)
Post Malone,2017-12-08,177,227952,No Option
Calvin Harris,2017-12-08,178,226857,Slide
Shawn Mendes,2017-12-08,179,225821,There's Nothing Holdin' Me Back
Dean Martin,2017-12-08,180,225339,Silver Bells
Chance The Rapper,2017-12-08,181,225080,No Problem (feat. Lil Wayne & 2 Chainz)
DRAM,2017-12-08,182,224918,Broccoli (feat. Lil Yachty)
Drake,2017-12-08,183,223936,Portland
Zedd,2017-12-08,184,222375,Stay (with Alessia Cara)
2 Chainz,2017-12-08,185,221907,4 AM
Rae Sremmurd,2017-12-08,186,221373,Swang
NAV,2017-12-08,187,220543,Myself
Gene Autry,2017-12-08,188,219367,Here Comes Santa Claus (Right Down Santa Claus Lane)
21 Savage,2017-12-08,189,218610,X (feat. Future)
ZAYN,2017-12-08,190,218388,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)"""
Sam Smith,2017-12-08,191,216134,Pray
Pentatonix,2017-12-08,192,215995,"Mary, Did You Know?"
Rita Ora,2017-12-08,193,215460,Anywhere
Bad Bunny,2017-12-08,194,214571,Sensualidad
Tee Grizzley,2017-12-08,195,213836,From The D To The A (feat. Lil Yachty)
The Weeknd,2017-12-08,196,213794,Die For You
Thomas Rhett,2017-12-08,197,212573,Unforgettable
Gucci Mane,2017-12-08,198,212192,Both (feat. Drake)
Bryson Tiller,2017-12-08,199,211573,Don't
Lil Uzi Vert,2017-12-08,200,211391,Money Longer
Post Malone,2017-12-09,1,1688668,rockstar
Lil Pump,2017-12-09,2,1164873,Gucci Gang
Mariah Carey,2017-12-09,3,1084653,All I Want for Christmas Is You
Post Malone,2017-12-09,4,916006,I Fall Apart
Offset,2017-12-09,5,878090,Ric Flair Drip (& Metro Boomin)
Post Malone,2017-12-09,6,851665,Candy Paint
G-Eazy,2017-12-09,7,835691,No Limit
Camila Cabello,2017-12-09,8,818929,Havana
21 Savage,2017-12-09,9,771317,Bank Account
Lil Uzi Vert,2017-12-09,10,761945,XO TOUR Llif3
G-Eazy,2017-12-09,11,734276,Him & I (with Halsey)
A$AP Ferg,2017-12-09,12,728311,Plain Jane
Sam Smith,2017-12-09,13,716837,Too Good At Goodbyes
Big Sean,2017-12-09,14,706138,Go Legend (& Metro Boomin)
Brenda Lee,2017-12-09,15,687915,Rockin' Around The Christmas Tree - Single Version
Migos,2017-12-09,16,683247,MotorSport
Logic,2017-12-09,17,669167,1-800-273-8255
NF,2017-12-09,18,668896,Let You Down
Post Malone,2017-12-09,19,655069,Congratulations
Kendrick Lamar,2017-12-09,20,653549,HUMBLE.
Famous Dex,2017-12-09,21,645210,Pick It Up (feat. A$AP Rocky)
Selena Gomez,2017-12-09,22,639713,Wolves
Ed Sheeran,2017-12-09,23,627510,Perfect Duet (Ed Sheeran & Beyoncé)
Khalid,2017-12-09,24,616916,Young Dumb & Broke
Ed Sheeran,2017-12-09,25,594789,Perfect
Cardi B,2017-12-09,26,590339,Bodak Yellow
Gucci Mane,2017-12-09,27,584745,I Get The Bag (feat. Migos)
Dua Lipa,2017-12-09,28,575431,New Rules
Wham!,2017-12-09,29,560734,Last Christmas
Anita Kerr Singers,2017-12-09,30,557886,Jingle Bell Rock
Andy Williams,2017-12-09,31,555142,It's the Most Wonderful Time of the Year
Maroon 5,2017-12-09,32,552011,What Lovers Do (feat. SZA)
Lil Xan,2017-12-09,33,545009,Betrayed
Bebe Rexha,2017-12-09,34,520587,Meant to Be (feat. Florida Georgia Line)
Marshmello,2017-12-09,35,520269,Silence
Travis Scott,2017-12-09,36,518016,Butterfly Effect
Burl Ives,2017-12-09,37,517496,A Holly Jolly Christmas - Single Version
Kodak Black,2017-12-09,38,509235,Roll In Peace (feat. XXXTENTACION)
Kendrick Lamar,2017-12-09,39,508500,LOVE. FEAT. ZACARI.
Hailee Steinfeld,2017-12-09,40,503297,"Let Me Go (with Alesso, Florida Georgia Line & watt)"
Travis Scott,2017-12-09,41,501960,goosebumps
21 Savage,2017-12-09,42,499738,Ghostface Killers
Kodak Black,2017-12-09,43,498502,Codeine Dreaming (feat. Lil Wayne)
Halsey,2017-12-09,44,497587,Bad At Love
French Montana,2017-12-09,45,493379,Unforgettable
Miguel,2017-12-09,46,492203,Sky Walker
Big Sean,2017-12-09,47,484563,Pull Up N Wreck (& Metro Boomin)
Frank Sinatra,2017-12-09,48,483219,Let It Snow! Let It Snow! Let It Snow!
Khalid,2017-12-09,49,477606,Location
Imagine Dragons,2017-12-09,50,473521,Thunder
Lil Uzi Vert,2017-12-09,51,464970,The Way Life Goes (feat. Oh Wonder)
Demi Lovato,2017-12-09,52,460050,Sorry Not Sorry
XXXTENTACION,2017-12-09,53,450144,Jocelyn Flores
NAV,2017-12-09,54,450008,Wanted You (feat. Lil Uzi Vert)
Bing Crosby,2017-12-09,55,448089,White Christmas
XXXTENTACION,2017-12-09,56,440614,Fuck Love (feat. Trippie Redd)
Vince Guaraldi Trio,2017-12-09,57,440514,Christmas Time Is Here - Vocal
Migos,2017-12-09,58,433932,Slippery (feat. Gucci Mane)
Big Sean,2017-12-09,59,433484,So Good (& Metro Boomin)
Nat King Cole,2017-12-09,60,408809,The Christmas Song (Merry Christmas To You)
Elvis Presley,2017-12-09,61,395838,Blue Christmas
A Boogie Wit da Hoodie,2017-12-09,62,395455,Drowning (feat. Kodak Black)
Bing Crosby,2017-12-09,63,392572,Winter Wonderland
YBN Nahmir,2017-12-09,64,391477,Rubbin Off The Paint
Band Aid,2017-12-09,65,381642,Do They Know It's Christmas? - 1984 Version
Kendrick Lamar,2017-12-09,66,374959,DNA.
6ix9ine,2017-12-09,67,371983,GUMMO
Mykola Dmytrovych Leontovych,2017-12-09,68,369730,Carol of the Bells
Ed Sheeran,2017-12-09,69,368618,Shape of You
Perry Como,2017-12-09,70,365449,It's Beginning to Look a Lot Like Christmas
Childish Gambino,2017-12-09,71,360284,Redbone
Yo Gotti,2017-12-09,72,359807,Rake It Up
Trippie Redd,2017-12-09,73,356953,Dark Knight Dummo (Feat. Travis Scott)
José Feliciano,2017-12-09,74,354025,Feliz Navidad
Imagine Dragons,2017-12-09,75,346551,Believer
Charlie Puth,2017-12-09,76,345940,How Long
Post Malone,2017-12-09,77,345655,Go Flex
Big Sean,2017-12-09,78,338965,Big Bidness (& Metro Boomin)
Portugal. The Man,2017-12-09,79,338131,Feel It Still
Taylor Swift,2017-12-09,80,337580,Look What You Made Me Do
Future,2017-12-09,81,333825,Mask Off
Michael Bublé,2017-12-09,82,330535,It's Beginning To Look A Lot Like Christmas
Chuck Berry,2017-12-09,83,329041,Run Rudolph Run - Single Version
Eartha Kitt,2017-12-09,84,326691,Santa Baby
Luis Fonsi,2017-12-09,85,323514,Despacito - Remix
Playboi Carti,2017-12-09,86,319837,Magnolia
ZAYN,2017-12-09,87,319670,Dusk Till Dawn - Radio Edit
Ariana Grande,2017-12-09,88,317033,Santa Tell Me
Burl Ives,2017-12-09,89,314597,Rudolph The Red-Nosed Reindeer
Machine Gun Kelly,2017-12-09,90,312548,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)"
Taylor Swift,2017-12-09,91,312244,...Ready For It?
Judy Garland,2017-12-09,92,310851,"Have Yourself A Merry Little Christmas - ""Meet Me In St. Louis"" Original Cast Recording"
Eminem,2017-12-09,93,309493,Untouchable
Justin Bieber,2017-12-09,94,309350,Mistletoe
Big Sean,2017-12-09,95,306545,Who's Stopping Me (& Metro Boomin)
Tay-K,2017-12-09,96,304249,The Race
Clean Bandit,2017-12-09,97,302036,I Miss You (feat. Julia Michaels)
SZA,2017-12-09,98,301059,Love Galore
KYLE,2017-12-09,99,300964,iSpy (feat. Lil Yachty)
J Balvin,2017-12-09,100,300919,Mi Gente
Post Malone,2017-12-09,101,297000,White Iverson
Young Thug,2017-12-09,102,295505,Relationship (feat. Future)
Sam Hunt,2017-12-09,103,295410,Body Like A Back Road
Lil Uzi Vert,2017-12-09,104,293810,Sauce It Up
Kodak Black,2017-12-09,105,293049,Transportin'
Big Shaq,2017-12-09,106,292062,Man's Not Hot
Paul McCartney,2017-12-09,107,291932,Wonderful Christmastime - Remastered 2011 / Edited Version
DJ Khaled,2017-12-09,108,289917,I'm the One
6ix9ine,2017-12-09,109,288931,KOODA
Charlie Puth,2017-12-09,110,288599,Attention
Migos,2017-12-09,111,288125,Bad and Boujee (feat. Lil Uzi Vert)
Luis Fonsi,2017-12-09,112,282854,Échame La Culpa
Dean Martin,2017-12-09,113,280479,Silver Bells
Russ,2017-12-09,114,280375,Losin Control
John Lennon,2017-12-09,115,280225,Happy Xmas (War Is Over) - 2010 Digital Remaster
Bruno Mars,2017-12-09,116,279398,That's What I Like
The Beach Boys,2017-12-09,117,278329,Little Saint Nick
Camila Cabello,2017-12-09,118,278289,Never Be the Same - Radio Edit
Camila Cabello,2017-12-09,119,277174,Havana - Remix
2 Chainz,2017-12-09,120,277062,It's A Vibe
Gene Autry,2017-12-09,121,276352,Here Comes Santa Claus (Right Down Santa Claus Lane)
Taylor Swift,2017-12-09,122,275022,End Game
Big Sean,2017-12-09,123,274728,Savage Time (& Metro Boomin)
Big Sean,2017-12-09,124,272743,Bounce Back
Drake,2017-12-09,125,272294,Passionfruit
Rich The Kid,2017-12-09,126,269108,New Freezer (feat. Kendrick Lamar)
Kodak Black,2017-12-09,127,269083,Tunnel Vision
Camila Cabello,2017-12-09,128,266730,Real Friends
Maroon 5,2017-12-09,129,263230,Wait
James Arthur,2017-12-09,130,256517,Say You Won't Let Go
Liam Payne,2017-12-09,131,256190,Strip That Down
Kendrick Lamar,2017-12-09,132,254924,LOYALTY. FEAT. RIHANNA.
Big Sean,2017-12-09,133,254668,Even The Odds (& Metro Boomin)
SZA,2017-12-09,134,249895,The Weekend
XXXTENTACION,2017-12-09,135,249470,Everybody Dies In Their Nightmares
Lil Uzi Vert,2017-12-09,136,247013,The Way Life Goes (feat. Nicki Minaj & Oh Wonder) - Remix
Bing Crosby,2017-12-09,137,246132,Do You Hear What I Hear?
Quality Control,2017-12-09,138,246001,My Dawg
J. Cole,2017-12-09,139,244212,No Role Modelz
Big Sean,2017-12-09,140,243523,In Tune (& Metro Boomin)
Pentatonix,2017-12-09,141,243126,Hallelujah
Thurl Ravenscroft,2017-12-09,142,242546,"You're A Mean One, Mr. Grinch - From Dr. Seuss' 'How The Grinch Stole Christmas'"
Chris Brown,2017-12-09,143,242049,Pills & Automobiles
Carpenters,2017-12-09,144,241573,Sleigh Ride
Taylor Swift,2017-12-09,145,241512,Gorgeous
XXXTENTACION,2017-12-09,146,241116,Look At Me!
BTS,2017-12-09,147,240085,MIC Drop (feat. Desiigner) [Steve Aoki Remix]
Frank Sinatra,2017-12-09,148,238960,Mistletoe And Holly - 1999 - Remaster
Migos,2017-12-09,149,237901,T-Shirt
Playboi Carti,2017-12-09,150,237488,wokeuplikethis*
Frank Sinatra,2017-12-09,151,235191,The First Noel - 1999 - Remaster
DJ Khaled,2017-12-09,152,234908,Wild Thoughts
Bing Crosby,2017-12-09,153,233702,Mele Kalikimaka - Single Version
Jason Derulo,2017-12-09,154,233613,Tip Toe (feat. French Montana)
Bad Bunny,2017-12-09,155,233281,Sensualidad
Nat King Cole,2017-12-09,156,233005,Joy To The World
Dean Martin,2017-12-09,157,232901,"Baby, It's Cold Outside"
GoldLink,2017-12-09,158,232186,Crew
The Weeknd,2017-12-09,159,231722,Starboy
Aminé,2017-12-09,160,231494,Caroline
Niall Horan,2017-12-09,161,230363,Slow Hands
The Chainsmokers,2017-12-09,162,229383,Something Just Like This
Migos,2017-12-09,163,228988,Danger (with Migos & Marshmello)
Travis Scott,2017-12-09,164,225112,beibs in the trap
DRAM,2017-12-09,165,222949,Broccoli (feat. Lil Yachty)
Big Sean,2017-12-09,166,222824,Reason (& Metro Boomin)
Kane Brown,2017-12-09,167,222291,What Ifs
Macklemore,2017-12-09,168,221365,Good Old Days (feat. Kesha)
The Chainsmokers,2017-12-09,169,220100,Closer
Kesha,2017-12-09,170,219480,Praying
blackbear,2017-12-09,171,219204,do re mi
Lauv,2017-12-09,172,218837,I Like Me Better
Tee Grizzley,2017-12-09,173,218770,First Day Out
Drake,2017-12-09,174,216422,Fake Love
Pentatonix,2017-12-09,175,216268,"Mary, Did You Know?"
G-Eazy,2017-12-09,176,214374,Sober
Kygo,2017-12-09,177,213055,Stargazing
Michael Bublé,2017-12-09,178,212725,Holly Jolly Christmas
Taylor Swift,2017-12-09,179,212615,I Did Something Bad
Demi Lovato,2017-12-09,180,210331,Tell Me You Love Me
Martin Garrix,2017-12-09,181,209038,So Far Away
Shawn Mendes,2017-12-09,182,208860,There's Nothing Holdin' Me Back
Macklemore,2017-12-09,183,208176,Glorious (feat. Skylar Grey)
Taylor Swift,2017-12-09,184,207499,Call It What You Want
Rae Sremmurd,2017-12-09,185,206114,Swang
6LACK,2017-12-09,186,205464,PRBLMS
Julia Michaels,2017-12-09,187,204669,Issues
Lil Pump,2017-12-09,188,203909,Boss
Chance The Rapper,2017-12-09,189,203561,No Problem (feat. Lil Wayne & 2 Chainz)
Calvin Harris,2017-12-09,190,203467,Slide
Taylor Swift,2017-12-09,191,203386,Don’t Blame Me
Taylor Swift,2017-12-09,192,203369,Delicate
Michael Bublé,2017-12-09,193,203086,White Christmas (Duet With Shania Twain)
21 Savage,2017-12-09,194,202992,X (feat. Future)
Post Malone,2017-12-09,195,202906,No Option
Lil Peep,2017-12-09,196,202579,Save That Shit
Lil Uzi Vert,2017-12-09,197,202126,Money Longer
Eminem,2017-12-09,198,201499,Walk On Water (feat. Beyoncé)
Drake,2017-12-09,199,200305,Portland
Lorde,2017-12-09,200,199733,Homemade Dynamite - REMIX
Post Malone,2017-12-10,1,1559650,rockstar
Lil Pump,2017-12-10,2,1074166,Gucci Gang
Mariah Carey,2017-12-10,3,946878,All I Want for Christmas Is You
Post Malone,2017-12-10,4,875211,I Fall Apart
Post Malone,2017-12-10,5,812857,Candy Paint
Offset,2017-12-10,6,802887,Ric Flair Drip (& Metro Boomin)
G-Eazy,2017-12-10,7,783816,No Limit
Camila Cabello,2017-12-10,8,767927,Havana
21 Savage,2017-12-10,9,711549,Bank Account
G-Eazy,2017-12-10,10,704989,Him & I (with Halsey)
Lil Uzi Vert,2017-12-10,11,699917,XO TOUR Llif3
Sam Smith,2017-12-10,12,696018,Too Good At Goodbyes
A$AP Ferg,2017-12-10,13,652315,Plain Jane
NF,2017-12-10,14,646856,Let You Down
Migos,2017-12-10,15,643226,MotorSport
Logic,2017-12-10,16,627882,1-800-273-8255
Selena Gomez,2017-12-10,17,610021,Wolves
Post Malone,2017-12-10,18,605128,Congratulations
Brenda Lee,2017-12-10,19,600282,Rockin' Around The Christmas Tree - Single Version
Ed Sheeran,2017-12-10,20,598034,Perfect Duet (Ed Sheeran & Beyoncé)
Kendrick Lamar,2017-12-10,21,591134,HUMBLE.
Famous Dex,2017-12-10,22,582516,Pick It Up (feat. A$AP Rocky)
Khalid,2017-12-10,23,572290,Young Dumb & Broke
Ed Sheeran,2017-12-10,24,568908,Perfect
Dua Lipa,2017-12-10,25,548934,New Rules
Cardi B,2017-12-10,26,540196,Bodak Yellow
Big Sean,2017-12-10,27,538270,Go Legend (& Metro Boomin)
Lil Xan,2017-12-10,28,529808,Betrayed
Gucci Mane,2017-12-10,29,524129,I Get The Bag (feat. Migos)
Maroon 5,2017-12-10,30,515583,What Lovers Do (feat. SZA)
Wham!,2017-12-10,31,505858,Last Christmas
Bebe Rexha,2017-12-10,32,496179,Meant to Be (feat. Florida Georgia Line)
Marshmello,2017-12-10,33,492787,Silence
Anita Kerr Singers,2017-12-10,34,491733,Jingle Bell Rock
Miguel,2017-12-10,35,480526,Sky Walker
Hailee Steinfeld,2017-12-10,36,476467,"Let Me Go (with Alesso, Florida Georgia Line & watt)"
Andy Williams,2017-12-10,37,475790,It's the Most Wonderful Time of the Year
Travis Scott,2017-12-10,38,475074,Butterfly Effect
Halsey,2017-12-10,39,473009,Bad At Love
Kendrick Lamar,2017-12-10,40,472296,LOVE. FEAT. ZACARI.
Travis Scott,2017-12-10,41,459782,goosebumps
Kodak Black,2017-12-10,42,458923,Roll In Peace (feat. XXXTENTACION)
Kodak Black,2017-12-10,43,457972,Codeine Dreaming (feat. Lil Wayne)
Burl Ives,2017-12-10,44,456087,A Holly Jolly Christmas - Single Version
Khalid,2017-12-10,45,449122,Location
French Montana,2017-12-10,46,448513,Unforgettable
21 Savage,2017-12-10,47,445357,Ghostface Killers
Imagine Dragons,2017-12-10,48,426771,Thunder
XXXTENTACION,2017-12-10,49,418279,Jocelyn Flores
Frank Sinatra,2017-12-10,50,417278,Let It Snow! Let It Snow! Let It Snow!
Lil Uzi Vert,2017-12-10,51,416720,The Way Life Goes (feat. Oh Wonder)
NAV,2017-12-10,52,410986,Wanted You (feat. Lil Uzi Vert)
Demi Lovato,2017-12-10,53,406315,Sorry Not Sorry
XXXTENTACION,2017-12-10,54,404796,Fuck Love (feat. Trippie Redd)
Vince Guaraldi Trio,2017-12-10,55,403607,Christmas Time Is Here - Vocal
Big Sean,2017-12-10,56,401840,Pull Up N Wreck (& Metro Boomin)
Bing Crosby,2017-12-10,57,390146,White Christmas
Migos,2017-12-10,58,382374,Slippery (feat. Gucci Mane)
Nat King Cole,2017-12-10,59,376421,The Christmas Song (Merry Christmas To You)
A Boogie Wit da Hoodie,2017-12-10,60,365281,Drowning (feat. Kodak Black)
Band Aid,2017-12-10,61,355973,Do They Know It's Christmas? - 1984 Version
YBN Nahmir,2017-12-10,62,353181,Rubbin Off The Paint
Elvis Presley,2017-12-10,63,346554,Blue Christmas
Big Sean,2017-12-10,64,340621,So Good (& Metro Boomin)
Ed Sheeran,2017-12-10,65,336168,Shape of You
Charlie Puth,2017-12-10,66,335810,How Long
Bing Crosby,2017-12-10,67,335296,Winter Wonderland
Mykola Dmytrovych Leontovych,2017-12-10,68,333286,Carol of the Bells
6ix9ine,2017-12-10,69,331462,GUMMO
Kendrick Lamar,2017-12-10,70,331339,DNA.
Childish Gambino,2017-12-10,71,330829,Redbone
Post Malone,2017-12-10,72,325930,Go Flex
Perry Como,2017-12-10,73,325160,It's Beginning to Look a Lot Like Christmas
Yo Gotti,2017-12-10,74,323088,Rake It Up
José Feliciano,2017-12-10,75,319888,Feliz Navidad
Machine Gun Kelly,2017-12-10,76,314917,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)"
Imagine Dragons,2017-12-10,77,313765,Believer
ZAYN,2017-12-10,78,307728,Dusk Till Dawn - Radio Edit
Portugal. The Man,2017-12-10,79,307485,Feel It Still
Trippie Redd,2017-12-10,80,301398,Dark Knight Dummo (Feat. Travis Scott)
Clean Bandit,2017-12-10,81,300252,I Miss You (feat. Julia Michaels)
Taylor Swift,2017-12-10,82,296978,Look What You Made Me Do
SZA,2017-12-10,83,296730,Love Galore
Future,2017-12-10,84,294416,Mask Off
Ariana Grande,2017-12-10,85,292665,Santa Tell Me
Luis Fonsi,2017-12-10,86,289424,Despacito - Remix
Chuck Berry,2017-12-10,87,288871,Run Rudolph Run - Single Version
Playboi Carti,2017-12-10,88,285349,Magnolia
Michael Bublé,2017-12-10,89,285134,It's Beginning To Look A Lot Like Christmas
Burl Ives,2017-12-10,90,284523,Rudolph The Red-Nosed Reindeer
Eartha Kitt,2017-12-10,91,282170,Santa Baby
Judy Garland,2017-12-10,92,281230,"Have Yourself A Merry Little Christmas - ""Meet Me In St. Louis"" Original Cast Recording"
Taylor Swift,2017-12-10,93,280655,...Ready For It?
Justin Bieber,2017-12-10,94,278873,Mistletoe
KYLE,2017-12-10,95,277336,iSpy (feat. Lil Yachty)
Tay-K,2017-12-10,96,277113,The Race
Post Malone,2017-12-10,97,276676,White Iverson
J Balvin,2017-12-10,98,274076,Mi Gente
Young Thug,2017-12-10,99,273178,Relationship (feat. Future)
Sam Hunt,2017-12-10,100,272444,Body Like A Back Road
Russ,2017-12-10,101,269865,Losin Control
Camila Cabello,2017-12-10,102,269358,Havana - Remix
Paul McCartney,2017-12-10,103,269132,Wonderful Christmastime - Remastered 2011 / Edited Version
Lil Uzi Vert,2017-12-10,104,268861,Sauce It Up
Kodak Black,2017-12-10,105,264752,Transportin'
Charlie Puth,2017-12-10,106,264305,Attention
DJ Khaled,2017-12-10,107,263199,I'm the One
Drake,2017-12-10,108,261202,Passionfruit
Luis Fonsi,2017-12-10,109,261122,Échame La Culpa
Big Shaq,2017-12-10,110,259963,Man's Not Hot
Migos,2017-12-10,111,258995,Bad and Boujee (feat. Lil Uzi Vert)
Maroon 5,2017-12-10,112,258219,Wait
Dean Martin,2017-12-10,113,253781,Silver Bells
The Beach Boys,2017-12-10,114,253707,Little Saint Nick
6ix9ine,2017-12-10,115,253455,KOODA
2 Chainz,2017-12-10,116,252003,It's A Vibe
Bruno Mars,2017-12-10,117,251277,That's What I Like
SZA,2017-12-10,118,251074,The Weekend
Taylor Swift,2017-12-10,119,248487,End Game
Big Sean,2017-12-10,120,246783,Bounce Back
John Lennon,2017-12-10,121,246279,Happy Xmas (War Is Over) - 2010 Digital Remaster
Kodak Black,2017-12-10,122,246048,Tunnel Vision
James Arthur,2017-12-10,123,245279,Say You Won't Let Go
Rich The Kid,2017-12-10,124,239855,New Freezer (feat. Kendrick Lamar)
Big Sean,2017-12-10,125,239660,Big Bidness (& Metro Boomin)
Gene Autry,2017-12-10,126,238766,Here Comes Santa Claus (Right Down Santa Claus Lane)
XXXTENTACION,2017-12-10,127,237687,Everybody Dies In Their Nightmares
J. Cole,2017-12-10,128,235853,No Role Modelz
BTS,2017-12-10,129,235596,MIC Drop (feat. Desiigner) [Steve Aoki Remix]
Kendrick Lamar,2017-12-10,130,233452,LOYALTY. FEAT. RIHANNA.
Liam Payne,2017-12-10,131,233264,Strip That Down
Jason Derulo,2017-12-10,132,232762,Tip Toe (feat. French Montana)
XXXTENTACION,2017-12-10,133,227549,Look At Me!
Pentatonix,2017-12-10,134,226611,Hallelujah
Lil Uzi Vert,2017-12-10,135,225818,The Way Life Goes (feat. Nicki Minaj & Oh Wonder) - Remix
Bing Crosby,2017-12-10,136,225321,Do You Hear What I Hear?
